property,label
http://www.wikidata.org/entity/P727,Europeana ID
http://www.wikidata.org/entity/P728,GHS hazard statement
http://www.wikidata.org/entity/P729,service entry
http://www.wikidata.org/entity/P730,service retirement
http://www.wikidata.org/entity/P731,Litholex ID
http://www.wikidata.org/entity/P732,BGS Lexicon ID
http://www.wikidata.org/entity/P733,DINOloket
http://www.wikidata.org/entity/P734,family name
http://www.wikidata.org/entity/P735,given name
http://www.wikidata.org/entity/P736,cover artist
http://www.wikidata.org/entity/P737,influenced by
http://www.wikidata.org/entity/P738,(OBSOLETE) influence of
http://www.wikidata.org/entity/P739,ammunition
http://www.wikidata.org/entity/P740,location of formation
http://www.wikidata.org/entity/P741,playing hand
http://www.wikidata.org/entity/P742,pseudonym
http://www.wikidata.org/entity/P744,asteroid family
http://www.wikidata.org/entity/P745,Low German Bibliography and Biography ID
http://www.wikidata.org/entity/P746,date of disappearance
http://www.wikidata.org/entity/P747,edition(s)
http://www.wikidata.org/entity/P748,appointed by
http://www.wikidata.org/entity/P749,parent company
http://www.wikidata.org/entity/P750,distributor
http://www.wikidata.org/entity/P751,introduced feature
http://www.wikidata.org/entity/P756,removed feature
http://www.wikidata.org/entity/P757,World Heritage Site id
http://www.wikidata.org/entity/P758,Kulturminne identifier
http://www.wikidata.org/entity/P759,Alberta Register of Historic Places identifier
http://www.wikidata.org/entity/P760,DPLA ID
http://www.wikidata.org/entity/P761,VISS ID
http://www.wikidata.org/entity/P762,Czech cultural heritage ID 
http://www.wikidata.org/entity/P762,Czech cultural heritage ID
http://www.wikidata.org/entity/P763,PEI Register of Historic Places identifier
http://www.wikidata.org/entity/P764,OKTMO identifier
http://www.wikidata.org/entity/P765,surface played on
http://www.wikidata.org/entity/P767,contributor
http://www.wikidata.org/entity/P768,electoral district
http://www.wikidata.org/entity/P769,significant drug interaction
http://www.wikidata.org/entity/P770,cause of destruction
http://www.wikidata.org/entity/P771,Swiss municipality code
http://www.wikidata.org/entity/P772,INE municipality code
http://www.wikidata.org/entity/P773,ISO 3166-3
http://www.wikidata.org/entity/P774,FIPS 55-3 (locations in the US)
http://www.wikidata.org/entity/P775,Swedish urban area code
http://www.wikidata.org/entity/P776,Swedish minor urban area code
http://www.wikidata.org/entity/P777,Swedish civil parish code/ATA code
http://www.wikidata.org/entity/P778,Church of Sweden parish code
http://www.wikidata.org/entity/P779,Church of Sweden Pastoratskod
http://www.wikidata.org/entity/P78,top-level domain
http://www.wikidata.org/entity/P780,symptoms
http://www.wikidata.org/entity/P781,Sikart
http://www.wikidata.org/entity/P782,LAU
http://www.wikidata.org/entity/P783,hymenium type
http://www.wikidata.org/entity/P784,mushroom cap shape
http://www.wikidata.org/entity/P785,hymenium attachment
http://www.wikidata.org/entity/P786,stipe character
http://www.wikidata.org/entity/P787,spore print color
http://www.wikidata.org/entity/P788,mushroom ecological type
http://www.wikidata.org/entity/P789,edibility
http://www.wikidata.org/entity/P790,approved by
http://www.wikidata.org/entity/P791,ISIL ID
http://www.wikidata.org/entity/P792,chapter
http://www.wikidata.org/entity/P793,significant event
http://www.wikidata.org/entity/P794,as
http://www.wikidata.org/entity/P795,distance along
http://www.wikidata.org/entity/P796,geo datum
http://www.wikidata.org/entity/P797,executive authority
http://www.wikidata.org/entity/P798,military designation
http://www.wikidata.org/entity/P799,Air Ministry specification ID
http://www.wikidata.org/entity/P800,notable work
http://www.wikidata.org/entity/P802,student
http://www.wikidata.org/entity/P803,professorship
http://www.wikidata.org/entity/P804,GNIS Antarctica ID
http://www.wikidata.org/entity/P805,subject of
http://www.wikidata.org/entity/P806,Italian cadastre code
http://www.wikidata.org/entity/P807,separated from
http://www.wikidata.org/entity/P808,code Bien de Inter̩s Cultural
http://www.wikidata.org/entity/P809,WDPA id
http://www.wikidata.org/entity/P81,connecting line
http://www.wikidata.org/entity/P811,academic minor
http://www.wikidata.org/entity/P812,academic major
http://www.wikidata.org/entity/P813,retrieved
http://www.wikidata.org/entity/P814,IUCN protected areas category
http://www.wikidata.org/entity/P815,ITIS TSN
http://www.wikidata.org/entity/P816,decays to
http://www.wikidata.org/entity/P817,decay mode
http://www.wikidata.org/entity/P818,arXiv ID
http://www.wikidata.org/entity/P819,ADS bibcode
http://www.wikidata.org/entity/P820,arXiv classification
http://www.wikidata.org/entity/P821,CGNDB Unique Identifier
http://www.wikidata.org/entity/P822,mascot
http://www.wikidata.org/entity/P823,speaker
http://www.wikidata.org/entity/P824,Meteoritical Bulletin Database ID
http://www.wikidata.org/entity/P825,dedicated to
http://www.wikidata.org/entity/P826,tonality
http://www.wikidata.org/entity/P827,BBC program identifier
http://www.wikidata.org/entity/P828,has cause
http://www.wikidata.org/entity/P829,OEIS ID
http://www.wikidata.org/entity/P830,Encyclopedia of Life ID
http://www.wikidata.org/entity/P831,parent club
http://www.wikidata.org/entity/P832,public holiday
http://www.wikidata.org/entity/P833,interchange station
http://www.wikidata.org/entity/P834,train depot
http://www.wikidata.org/entity/P835,author citation (zoology)
http://www.wikidata.org/entity/P836,GSS code (2011)
http://www.wikidata.org/entity/P837,day in year for periodic occurrence
http://www.wikidata.org/entity/P838,BioLib ID
http://www.wikidata.org/entity/P839,IMSLP ID
http://www.wikidata.org/entity/P84,architect
http://www.wikidata.org/entity/P840,narrative location
http://www.wikidata.org/entity/P841,feast day
http://www.wikidata.org/entity/P842,Fossilworks ID
http://www.wikidata.org/entity/P843,SIRUTA code
http://www.wikidata.org/entity/P844,UBIGEO code
http://www.wikidata.org/entity/P845,Saskatchewan Register of Heritage Property identifier
http://www.wikidata.org/entity/P846,Global Biodiversity Information Facility ID
http://www.wikidata.org/entity/P847,United States Navy aircraft designation
http://www.wikidata.org/entity/P849,Japanese military aircraft designation
http://www.wikidata.org/entity/P85,anthem
http://www.wikidata.org/entity/P850,World Register of Marine Species identifier
http://www.wikidata.org/entity/P852,ESRB rating
http://www.wikidata.org/entity/P853,CERO rating
http://www.wikidata.org/entity/P854,reference URL
http://www.wikidata.org/entity/P855,Sandbox-URL
http://www.wikidata.org/entity/P856,official website
http://www.wikidata.org/entity/P857,CNKI
http://www.wikidata.org/entity/P858,ESPN SCRUM ID
http://www.wikidata.org/entity/P859,sponsor
http://www.wikidata.org/entity/P86,composer
http://www.wikidata.org/entity/P860,e-archiv.li ID
http://www.wikidata.org/entity/P861,premiershiprugby.com ID
http://www.wikidata.org/entity/P862,Operational Requirement of the UK Air Ministry
http://www.wikidata.org/entity/P863,InPhO identifier
http://www.wikidata.org/entity/P864,ACM Digital Library author identifier
http://www.wikidata.org/entity/P865,BMLO
http://www.wikidata.org/entity/P866,Perlentaucher ID
http://www.wikidata.org/entity/P867,ROME Occupation Code (v3)
http://www.wikidata.org/entity/P868,foods traditionally associated
http://www.wikidata.org/entity/P87,librettist
http://www.wikidata.org/entity/P870,instrumentation
http://www.wikidata.org/entity/P872,printed by
http://www.wikidata.org/entity/P873,phase point
http://www.wikidata.org/entity/P874,UN class
http://www.wikidata.org/entity/P875,UN code classification
http://www.wikidata.org/entity/P876,UN packaging group
http://www.wikidata.org/entity/P877,NFPA Other
http://www.wikidata.org/entity/P878,avionics
http://www.wikidata.org/entity/P879,pennant number
http://www.wikidata.org/entity/P88,commissioned by
http://www.wikidata.org/entity/P880,CPU
http://www.wikidata.org/entity/P881,type of variable star
http://www.wikidata.org/entity/P882,FIPS 6-4 (US counties)
http://www.wikidata.org/entity/P883,FIPS 5-2 (code for US states)
http://www.wikidata.org/entity/P884,State Water Register Code (Russia)
http://www.wikidata.org/entity/P885,origin of the watercourse
http://www.wikidata.org/entity/P886,LIR
http://www.wikidata.org/entity/P887,based on heuristic
http://www.wikidata.org/entity/P888,JSTOR article ID
http://www.wikidata.org/entity/P889,Mathematical Reviews identifier
http://www.wikidata.org/entity/P892,Request for Comments identifier
http://www.wikidata.org/entity/P893,Social Science Research Network ID
http://www.wikidata.org/entity/P894,Zentralblatt MATH
http://www.wikidata.org/entity/P897,United States Army and Air Force aircraft designation
http://www.wikidata.org/entity/P898,IPA
http://www.wikidata.org/entity/P9,sister
http://www.wikidata.org/entity/P901,FIPS 10-4 (countries and regions)
http://www.wikidata.org/entity/P902,HDS
http://www.wikidata.org/entity/P905,PORT film identifier
http://www.wikidata.org/entity/P905,PORT film ID
http://www.wikidata.org/entity/P906,SELIBR
http://www.wikidata.org/entity/P907,allgame ID
http://www.wikidata.org/entity/P908,PEGI rating
http://www.wikidata.org/entity/P909,Nova Scotia Register of Historic Places identifier
http://www.wikidata.org/entity/P91,sexual orientation
http://www.wikidata.org/entity/P910,topic's main category
http://www.wikidata.org/entity/P911,South African municipality code
http://www.wikidata.org/entity/P912,has facility
http://www.wikidata.org/entity/P913,notation
http://www.wikidata.org/entity/P914,USK rating
http://www.wikidata.org/entity/P915,filming location
http://www.wikidata.org/entity/P916,GSRR rating
http://www.wikidata.org/entity/P917,GRAU index
http://www.wikidata.org/entity/P918,NOC Occupation Code
http://www.wikidata.org/entity/P919,SOC Occupation Code (2010)
http://www.wikidata.org/entity/P92,main regulatory text
http://www.wikidata.org/entity/P920,Spanish subject headings for public libraries
http://www.wikidata.org/entity/P921,main subject
http://www.wikidata.org/entity/P922,magnetic ordering
http://www.wikidata.org/entity/P923,medical examinations
http://www.wikidata.org/entity/P924,medical treatment
http://www.wikidata.org/entity/P925,presynaptic connection
http://www.wikidata.org/entity/P926,postsynaptic connection
http://www.wikidata.org/entity/P927,anatomical location
http://www.wikidata.org/entity/P928,activating neurotransmitter
http://www.wikidata.org/entity/P929,color space
http://www.wikidata.org/entity/P930,type of electrification
http://www.wikidata.org/entity/P931,place served by airport
http://www.wikidata.org/entity/P932,PMCID
http://www.wikidata.org/entity/P933,heritagefoundation.ca ID
http://www.wikidata.org/entity/P935,Commons gallery
http://www.wikidata.org/entity/P937,work location
http://www.wikidata.org/entity/P938,FishBase species identifier
http://www.wikidata.org/entity/P939,KSH code
http://www.wikidata.org/entity/P94,coat of arms image
http://www.wikidata.org/entity/P940,GHS precautionary statements
http://www.wikidata.org/entity/P941,inspired by
http://www.wikidata.org/entity/P942,theme music
http://www.wikidata.org/entity/P943,programmer
http://www.wikidata.org/entity/P944,Code of nomenclature
http://www.wikidata.org/entity/P945,allegiance
http://www.wikidata.org/entity/P946,ISIN
http://www.wikidata.org/entity/P947,RSL identifier (person)
http://www.wikidata.org/entity/P948,Wikivoyage banner
http://www.wikidata.org/entity/P949,NLI (Israel) identifier
http://www.wikidata.org/entity/P950,BNE identifier
http://www.wikidata.org/entity/P951,NSZL identifier
http://www.wikidata.org/entity/P952,ISCO occupation code
http://www.wikidata.org/entity/P953,full text available at
http://www.wikidata.org/entity/P954,IBNR identifier
http://www.wikidata.org/entity/P957,ISBN-10
http://www.wikidata.org/entity/P958,"section, verse, or paragraph"
http://www.wikidata.org/entity/P959,MSW identifier
http://www.wikidata.org/entity/P960,Tropicos taxon name identifier
http://www.wikidata.org/entity/P961,IPNI plant ID
http://www.wikidata.org/entity/P962,MycoBank taxon name identifier
http://www.wikidata.org/entity/P963,streaming media URL
http://www.wikidata.org/entity/P964,Austrian municipality key
http://www.wikidata.org/entity/P965,burial plot reference
http://www.wikidata.org/entity/P966,MusicBrainz label ID
http://www.wikidata.org/entity/P967,guest of honor
http://www.wikidata.org/entity/P968,e-mail
http://www.wikidata.org/entity/P969,located at street address
http://www.wikidata.org/entity/P97,noble title
http://www.wikidata.org/entity/P970,neurological function
http://www.wikidata.org/entity/P971,category combines topics
http://www.wikidata.org/entity/P972,catalog
http://www.wikidata.org/entity/P973,described at URL
http://www.wikidata.org/entity/P974,tributary
http://www.wikidata.org/entity/P98,editor
http://www.wikidata.org/entity/P980,code for weekend and holiday homes (Sweden)
http://www.wikidata.org/entity/P981,BAG-code for Dutch towns
http://www.wikidata.org/entity/P982,MusicBrainz area ID
http://www.wikidata.org/entity/P984,IOC country code
http://www.wikidata.org/entity/P988,Philippine Standard Geographic Code
http://www.wikidata.org/entity/P989,spoken text audio
http://www.wikidata.org/entity/P990,audio recording of the subject's spoken voice
http://www.wikidata.org/entity/P991,successful candidate
http://www.wikidata.org/entity/P993,NFPA Health
http://www.wikidata.org/entity/P994,NFPA Fire
http://www.wikidata.org/entity/P995,NFPA Reactivity
http://www.wikidata.org/entity/P996,scan file (Commons)
http://www.wikidata.org/entity/P998,dmoz
http://www.wikidata.org/entity/P999,ARICNS
